Executable,Grid Size,MPI Ranks,Execution Time
jacobi-mpi-block-fortran,300,1,54.504616071000001
jacobi-mpi-block-fortran,300,2,27.299390461000002
jacobi-mpi-block-fortran,300,4,14.322935158000000
jacobi-mpi-block-fortran,300,6,10.023069396000000
jacobi-mpi-block-fortran,300,8,8.0590932490000000
jacobi-mpi-block-fortran,300,12,6.2096073189999998
jacobi-mpi-block-fortran,300,16,5.5326027839999998
jacobi-mpi-block-fortran,300,20,5.5255815669999997
jacobi-mpi-block-fortran,300,24,5.4227983269999998
jacobi-mpi-block-fortran,300,28,5.5385184350000003
jacobi-mpi-block-fortran,300,32,6.1197275030000000
jacobi-mpi-nonblock-fortran,100,1,1.2183697229999999
jacobi-mpi-nonblock-fortran,100,2,0.65876995999999999
jacobi-mpi-nonblock-fortran,100,4,0.37122028200000001
jacobi-mpi-nonblock-fortran,100,6,0.27615176900000005
jacobi-mpi-nonblock-fortran,100,8,0.23272547900000001
jacobi-mpi-nonblock-fortran,100,12,0.18747921600000000
jacobi-mpi-nonblock-fortran,100,16,0.17166763099999999
jacobi-mpi-nonblock-fortran,100,20,0.15625217899999999
jacobi-mpi-nonblock-fortran,100,24,0.15454712999999998
jacobi-mpi-nonblock-fortran,100,28,0.16541174200000000
jacobi-mpi-nonblock-fortran,100,32,0.16409207200000001
jacobi-mpi-nonblock-fortran,200,1,14.025292283000001
jacobi-mpi-nonblock-fortran,200,2,7.1922386149999999
jacobi-mpi-nonblock-fortran,200,4,3.7297076759999999
jacobi-mpi-nonblock-fortran,200,6,2.6163908110000000
jacobi-mpi-nonblock-fortran,200,8,2.0289574950000002
jacobi-mpi-nonblock-fortran,200,12,1.4656820890000000
jacobi-mpi-nonblock-fortran,200,16,1.1873456960000000
jacobi-mpi-nonblock-fortran,200,20,0.99864811399999998
jacobi-mpi-nonblock-fortran,200,24,0.90665177699999999
jacobi-mpi-nonblock-fortran,200,28,0.82880763899999998
jacobi-mpi-nonblock-fortran,200,32,0.77425849999999996
jacobi-mpi-nonblock-fortran,300,1,56.051152663000003
jacobi-mpi-nonblock-fortran,300,2,28.261552052999999
jacobi-mpi-nonblock-fortran,300,4,14.649588161000000
jacobi-mpi-nonblock-fortran,300,6,9.8883665829999998
jacobi-mpi-nonblock-fortran,300,8,7.7580125270000000
jacobi-mpi-nonblock-fortran,300,12,5.3185280070000003
jacobi-mpi-nonblock-fortran,300,16,4.1365198669999996
jacobi-mpi-nonblock-fortran,300,20,3.6794561749999999
jacobi-mpi-nonblock-fortran,300,24,3.0425941339999998
jacobi-mpi-nonblock-fortran,300,28,5.8258878110000003
jacobi-mpi-nonblock-fortran,300,32,2.5805546590000001
jacobi-mpi-sendrecv-fortran,100,1,1.1300444050000000
jacobi-mpi-sendrecv-fortran,100,2,0.61716455599999998
jacobi-mpi-sendrecv-fortran,100,4,0.37865616199999996
jacobi-mpi-sendrecv-fortran,100,6,0.32382376800000001
jacobi-mpi-sendrecv-fortran,100,8,0.30976701800000001
jacobi-mpi-sendrecv-fortran,100,12,0.32044752700000001
jacobi-mpi-sendrecv-fortran,100,16,0.39237172899999995
jacobi-mpi-sendrecv-fortran,100,20,0.44567562400000005
jacobi-mpi-sendrecv-fortran,100,24,0.51547726599999999
jacobi-mpi-sendrecv-fortran,100,28,0.58013009299999996
jacobi-mpi-sendrecv-fortran,100,32,0.68173379300000003
jacobi-mpi-sendrecv-fortran,200,1,13.207056806000001
jacobi-mpi-sendrecv-fortran,200,2,6.7231164139999997
jacobi-mpi-sendrecv-fortran,200,4,3.5714482300000001
jacobi-mpi-sendrecv-fortran,200,6,2.6296599389999997
jacobi-mpi-sendrecv-fortran,200,8,2.1855454600000002
jacobi-mpi-sendrecv-fortran,200,12,1.8212977920000000
jacobi-mpi-sendrecv-fortran,200,16,1.8053179239999999
jacobi-mpi-sendrecv-fortran,200,20,1.9178199990000000
jacobi-mpi-sendrecv-fortran,200,24,2.0424572780000001
jacobi-mpi-sendrecv-fortran,200,28,3.2034221380000001
jacobi-mpi-sendrecv-fortran,200,32,2.4905352299999999
jacobi-mpi-sendrecv-fortran,300,1,52.563927196000002
jacobi-mpi-sendrecv-fortran,300,2,26.603847200000001
jacobi-mpi-sendrecv-fortran,300,4,13.857426233000000
jacobi-mpi-sendrecv-fortran,300,6,9.6713044939999993
jacobi-mpi-sendrecv-fortran,300,8,7.8481839310000003
jacobi-mpi-sendrecv-fortran,300,12,6.2062461730000003
jacobi-mpi-sendrecv-fortran,300,16,5.6001965629999999
jacobi-mpi-sendrecv-fortran,300,20,5.5894922290000002
jacobi-mpi-sendrecv-fortran,300,24,5.6567640780000001
jacobi-mpi-sendrecv-fortran,300,28,5.9338833050000002
jacobi-mpi-sendrecv-fortran,300,32,6.2321373790000001
