Executable,Grid Size,MPI Ranks,Execution Time
jacobi-mpi-block-fortran,300,1,54.415593706000003
jacobi-mpi-block-fortran,300,2,27.293545828999999
jacobi-mpi-block-fortran,300,4,14.004252545000000
jacobi-mpi-block-fortran,300,6,9.8101071270000002
jacobi-mpi-block-fortran,300,8,7.8340848430000003
jacobi-mpi-block-fortran,300,12,6.0951774470000002
jacobi-mpi-block-fortran,300,16,5.3438718420000004
jacobi-mpi-block-fortran,300,20,5.1968724660000003
jacobi-mpi-block-fortran,300,24,5.2004180360000003
jacobi-mpi-block-fortran,300,28,5.3678363359999999
jacobi-mpi-block-fortran,300,32,5.9038006459999997
jacobi-mpi-nonblock-fortran,100,1,1.2185792209999999
jacobi-mpi-nonblock-fortran,100,2,0.66276878400000006
jacobi-mpi-nonblock-fortran,100,4,0.36960543000000001
jacobi-mpi-nonblock-fortran,100,6,0.27950930500000004
jacobi-mpi-nonblock-fortran,100,8,0.23140347600000000
jacobi-mpi-nonblock-fortran,100,12,0.18389203000000001
jacobi-mpi-nonblock-fortran,100,16,0.16799648100000000
jacobi-mpi-nonblock-fortran,100,20,0.16651933900000004
jacobi-mpi-nonblock-fortran,100,24,0.15808679599999997
jacobi-mpi-nonblock-fortran,100,28,0.16636699700000002
jacobi-mpi-nonblock-fortran,100,32,0.15562757699999999
jacobi-mpi-nonblock-fortran,200,1,14.063871765000000
jacobi-mpi-nonblock-fortran,200,2,7.1401323950000002
jacobi-mpi-nonblock-fortran,200,4,3.6740267630000001
jacobi-mpi-nonblock-fortran,200,6,2.6156582660000001
jacobi-mpi-nonblock-fortran,200,8,1.9602330120000000
jacobi-mpi-nonblock-fortran,200,12,1.4599869810000001
jacobi-mpi-nonblock-fortran,200,16,1.1207314190000000
jacobi-mpi-nonblock-fortran,200,20,0.95940351199999996
jacobi-mpi-nonblock-fortran,200,24,0.89137621400000000
jacobi-mpi-nonblock-fortran,200,28,0.84143438299999995
jacobi-mpi-nonblock-fortran,200,32,0.75441819199999993
jacobi-mpi-nonblock-fortran,300,1,55.945562934999998
jacobi-mpi-nonblock-fortran,300,2,28.190957726000001
jacobi-mpi-nonblock-fortran,300,4,14.273979688000001
jacobi-mpi-nonblock-fortran,300,6,9.7520738589999993
jacobi-mpi-nonblock-fortran,300,8,7.4423719310000003
jacobi-mpi-nonblock-fortran,300,12,5.1462411850000001
jacobi-mpi-nonblock-fortran,300,16,3.9540224689999999
jacobi-mpi-nonblock-fortran,300,20,3.3052203370000002
jacobi-mpi-nonblock-fortran,300,24,3.0058576659999998
jacobi-mpi-nonblock-fortran,300,28,2.7285023570000000
jacobi-mpi-nonblock-fortran,300,32,2.4520095230000001
jacobi-mpi-sendrecv-fortran,100,1,1.1292329030000001
jacobi-mpi-sendrecv-fortran,100,2,0.61130079199999998
jacobi-mpi-sendrecv-fortran,100,4,0.36708491499999996
jacobi-mpi-sendrecv-fortran,100,6,0.31442919899999999
jacobi-mpi-sendrecv-fortran,100,8,0.29286643800000001
jacobi-mpi-sendrecv-fortran,100,12,0.31682633799999999
jacobi-mpi-sendrecv-fortran,100,16,0.37892349400000003
jacobi-mpi-sendrecv-fortran,100,20,0.42617901300000000
jacobi-mpi-sendrecv-fortran,100,24,0.50806454199999995
jacobi-mpi-sendrecv-fortran,100,28,0.53256802699999994
jacobi-mpi-sendrecv-fortran,100,32,0.62907302300000001
jacobi-mpi-sendrecv-fortran,200,1,13.195272429999999
jacobi-mpi-sendrecv-fortran,200,2,6.7138932279999999
jacobi-mpi-sendrecv-fortran,200,4,3.4987732640000000
jacobi-mpi-sendrecv-fortran,200,6,2.5983245469999998
jacobi-mpi-sendrecv-fortran,200,8,2.1031384119999998
jacobi-mpi-sendrecv-fortran,200,12,1.7708203949999999
jacobi-mpi-sendrecv-fortran,200,16,1.7377774829999999
jacobi-mpi-sendrecv-fortran,200,20,1.8167335099999999
jacobi-mpi-sendrecv-fortran,200,24,2.0174797490000000
jacobi-mpi-sendrecv-fortran,200,28,2.1241163030000001
jacobi-mpi-sendrecv-fortran,200,32,2.3643814100000000
jacobi-mpi-sendrecv-fortran,300,1,52.612847373000001
jacobi-mpi-sendrecv-fortran,300,2,26.492442403999998
jacobi-mpi-sendrecv-fortran,300,4,13.653469800000000
jacobi-mpi-sendrecv-fortran,300,6,9.6257742529999994
jacobi-mpi-sendrecv-fortran,300,8,7.6414712360000001
jacobi-mpi-sendrecv-fortran,300,12,6.0470423350000004
jacobi-mpi-sendrecv-fortran,300,16,5.5558028500000001
jacobi-mpi-sendrecv-fortran,300,20,5.4260745600000000
jacobi-mpi-sendrecv-fortran,300,24,5.5103237959999998
jacobi-mpi-sendrecv-fortran,300,28,5.8387991399999999
jacobi-mpi-sendrecv-fortran,300,32,6.1824911560000002
